Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Unnamed: 15
MW Short,2023-2023,6.0,6,0,117,36,19.50,92,127.17,0,0,0,15,4,
(Punjab Kings),,,,,,,,,,,,,,,
KK Cooper,2012-2014,25.0,14,5,116,32,12.88,68,170.58,0,0,1,9,8,
(Rajasthan Royals),,,,,,,,,,,,,,,
Aman Hakim Khan,2022-2023,12.0,10,1,115,51,12.77,104,110.57,0,1,1,8,6,
"(Delhi Capitals, Kolkata Knight Riders)",,,,,,,,,,,,,,,
R Shepherd,2022-2025,13.0,9,4,115,39*,23.00,63,182.53,0,0,1,7,10,
"(Lucknow Super Giants, Mumbai Indians, Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DJM Short,2018-2018,7.0,7,0,115,44,16.42,99,116.16,0,0,0,11,5,
(Rajasthan Royals),,,,,,,,,,,,,,,
M Kartik,2008-2014,56.0,16,9,113,21,16.14,108,104.62,0,0,1,7,1,
"(Kings XI Punjab, Kolkata Knight Riders, Pune Warriors, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DJ Harris,2012-2012,4.0,4,0,111,47,27.75,101,109.90,0,0,0,11,5,
(Deccan Chargers),,,,,,,,,,,,,,,
MA Starc,2014-2025,50.0,22,11,110,29,10.00,118,93.22,0,0,3,11,0,
"(Delhi Capitals, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DL Chahar,2016-2025,90.0,16,8,109,39,13.62,76,143.42,0,0,4,4,8,
"(Chennai Super Kings, Mumbai Indians, Rising Pune Supergiant, Rising Pune Supergiants)",,,,,,,,,,,,,,,
Mohammed Siraj,2017-2025,102.0,25,15,109,14*,10.90,119,91.59,0,0,2,10,4,
"(Gujarat Titans, Royal Challengers Bangalore, Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
MJ Santner,2019-2025,27.0,16,8,109,22,13.62,100,109.00,0,0,1,6,6,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
JDP Oram,2008-2013,18.0,12,4,106,41*,13.25,108,98.14,0,0,1,6,5,
"(Chennai Super Kings, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
LJ Wright,2012-2013,7.0,6,1,106,44,21.20,60,176.66,0,0,0,16,3,
(Pune Warriors),,,,,,,,,,,,,,,
Dhawal Kulkarni,2008-2021,91.0,23,14,104,28*,11.55,108,96.29,0,0,0,7,2,
"(Gujarat Lions, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
V Nigam,2025-2025,10.0,6,1,104,39,20.80,51,203.92,0,0,1,11,6,
(Delhi Capitals),,,,,,,,,,,,,,,
RJ Quiney,2009-2009,7.0,7,0,103,51,14.71,102,100.98,0,1,0,12,3,
(Rajasthan Royals),,,,,,,,,,,,,,,
Arshad Khan,2023-2025,15.0,9,5,102,58*,25.50,70,145.71,0,1,1,6,6,
"(Gujarat Titans, Lucknow Super Giants, Mumbai Indians)",,,,,,,,,,,,,,,
SD Chitnis,2008-2012,11.0,8,1,99,38,14.14,89,111.23,0,0,0,10,2,
"(Kings XI Punjab, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
MS Gony,2008-2017,44.0,17,7,99,42,9.90,71,139.43,0,0,3,6,8,
"(Chennai Super Kings, Deccan Chargers, Gujarat Lions, Kings XI Punjab)",,,,,,,,,,,,,,,
MJ Clarke,2012-2012,6.0,6,0,98,41,16.33,94,104.25,0,0,0,12,0,
(Pune Warriors),,,,,,,,,,,,,,,
CJ Ferguson,2011-2012,8.0,8,2,98,23,16.33,117,83.76,0,0,0,9,0,
(Pune Warriors),,,,,,,,,,,,,,,
PN Mankad,2022-2023,6.0,6,3,97,64*,32.33,73,132.87,0,1,1,13,2,
"(Lucknow Super Giants, Punjab Kings)",,,,,,,,,,,,,,,
SB Dubey,2024-2025,10.0,8,3,92,34*,18.40,55,167.27,0,0,1,6,7,
(Rajasthan Royals),,,,,,,,,,,,,,,
DJ Jacobs,2011-2012,7.0,7,0,92,32,13.14,98,93.87,0,0,1,10,4,
(Mumbai Indians),,,,,,,,,,,,,,,
JDS Neesham,2014-2022,14.0,10,1,92,22,10.22,93,98.92,0,0,2,6,2,
"(Delhi Daredevils, Kings XI Punjab, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
PR Shah,2008-2011,16.0,10,2,92,29,11.50,91,101.09,0,0,1,9,2,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
RT Ponting,2008-2013,10.0,9,0,91,28,10.11,128,71.09,0,0,3,5,2,
"(Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
S Rana,2011-2014,10.0,8,4,91,19*,22.75,81,112.34,0,0,0,9,1,
"(Pune Warriors, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
AJ Tye,2017-2022,30.0,13,4,91,25,10.11,76,119.73,0,0,2,6,5,
"(Gujarat Lions, Kings XI Punjab, Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
AD Nath,2016-2019,14.0,10,0,90,24,9.00,98,91.83,0,0,1,7,2,
"(Gujarat Lions, Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Iqbal Abdulla,2008-2017,49.0,13,11,88,33*,44.00,84,104.76,0,0,1,9,1,
"(Kolkata Knight Riders, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
SL Malinga,2009-2019,122.0,25,9,88,17,5.50,99,88.88,0,0,6,6,5,
(Mumbai Indians),,,,,,,,,,,,,,,
Ankit Sharma,2012-2018,22.0,10,3,87,30,12.42,67,129.85,0,0,1,7,4,
"(Deccan Chargers, Rajasthan Royals, Rising Pune Supergiant, Rising Pune Supergiants, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AP Majumdar,2012-2012,4.0,4,0,87,31,21.75,76,114.47,0,0,0,7,2,
(Pune Warriors),,,,,,,,,,,,,,,
TA Boult,2015-2025,113.0,29,20,85,17*,9.44,81,104.93,0,0,3,5,3,
"(Delhi Capitals, Delhi Daredevils, Kolkata Knight Riders, Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
MJ McClenaghan,2015-2019,56.0,24,11,85,20,6.53,70,121.42,0,0,6,5,7,
(Mumbai Indians),,,,,,,,,,,,,,,
Mohammed Shami,2013-2025,118.0,29,15,84,21,6.00,89,94.38,0,0,4,7,2,
"(Delhi Daredevils, Gujarat Titans, Kings XI Punjab, Kolkata Knight Riders, Punjab Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
RE Levi,2012-2012,6.0,6,0,83,50,13.83,73,113.69,0,1,2,10,4,
(Mumbai Indians),,,,,,,,,,,,,,,
NM Coulter-Nile,2013-2022,39.0,17,6,82,24*,7.45,72,113.88,0,0,0,7,4,
"(Delhi Daredevils, Kolkata Knight Riders, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
LA Carseldine,2009-2009,5.0,5,1,81,39,20.25,68,119.11,0,0,0,11,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
PW Hasaranga,2021-2025,34.0,17,4,81,18,6.23,85,95.29,0,0,3,7,1,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
CJ Jordan,2016-2023,34.0,13,3,81,30,8.10,77,105.19,0,0,1,3,3,
"(Chennai Super Kings, Kings XI Punjab, Mumbai Indians, Punjab Kings, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Shahid Afridi,2008-2008,10.0,9,1,81,33,10.12,46,176.08,0,0,1,7,6,
(Deccan Chargers),,,,,,,,,,,,,,,
WPUJC Vaas,2008-2010,13.0,11,3,81,20,10.12,73,110.95,0,0,3,2,3,
(Deccan Chargers),,,,,,,,,,,,,,,
RV Patel,2021-2023,9.0,7,2,80,23,16.00,73,109.58,0,0,0,6,2,
(Delhi Capitals),,,,,,,,,,,,,,,
AD Mascarenhas,2008-2013,13.0,11,2,79,27,8.77,78,101.28,0,0,2,5,1,
"(Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,,
JR Philippe,2020-2020,5.0,5,1,78,33,19.50,77,101.29,0,0,1,9,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
CR Woakes,2017-2021,21.0,12,6,78,18,13.00,77,101.29,0,0,0,7,2,
"(Delhi Capitals, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
B Akhil,2008-2011,15.0,11,5,76,27*,12.66,55,138.18,0,0,2,5,5,
"(Kochi Tuskers Kerala, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
IR Jaggi,2011-2017,7.0,7,2,76,28,15.20,97,78.35,0,0,0,6,0,
"(Deccan Chargers, Kolkata Knight Riders)",,,,,,,,,,,,,,,
TR Birt,2011-2011,5.0,5,0,75,27,15.00,58,129.31,0,0,0,9,2,
(Delhi Daredevils),,,,,,,,,,,,,,,
Sameer Rizvi,2024-2025,10.0,7,1,75,21,12.50,62,120.96,0,0,1,6,3,
"(Chennai Super Kings, Delhi Capitals)",,,,,,,,,,,,,,,
M Klinger,2011-2011,4.0,4,0,73,29,18.25,77,94.80,0,0,0,9,0,
(Kochi Tuskers Kerala),,,,,,,,,,,,,,,
RR Sarwan,2008-2008,4.0,4,0,73,31,18.25,75,97.33,0,0,0,6,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
LH Ferguson,2017-2025,49.0,11,8,72,24*,24.00,47,153.19,0,0,1,7,2,
"(Gujarat Titans, Kolkata Knight Riders, Punjab Kings, Rising Pune Supergiant, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
J Suchith,2015-2022,22.0,10,6,70,34*,17.50,61,114.75,0,0,1,6,3,
"(Delhi Capitals, Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AA Bilakhia,2009-2010,7.0,7,2,69,22,13.80,85,81.17,0,0,0,5,0,
(Deccan Chargers),,,,,,,,,,,,,,,
A Mhatre,2025-2025,3.0,3,0,69,32,23.00,40,172.50,0,0,0,11,2,
(Chennai Super Kings),,,,,,,,,,,,,,,
Vivrant Sharma,2023-2023,3.0,1,0,69,69,69.00,47,146.80,0,1,0,9,2,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Jasprit Bumrah,2013-2025,139.0,31,24,68,16*,9.71,79,86.07,0,0,5,5,1,
(Mumbai Indians),,,,,,,,,,,,,,,
RR Powar,2008-2012,27.0,10,7,67,28*,22.33,64,104.68,0,0,1,6,1,
"(Kings XI Punjab, Kochi Tuskers Kerala)",,,,,,,,,,,,,,,
R Sharma,2010-2014,43.0,20,6,66,14*,4.71,75,88.00,0,0,8,5,3,
"(Deccan Chargers, Delhi Daredevils, Pune Warriors)",,,,,,,,,,,,,,,
HR Shokeen,2022-2023,13.0,6,3,66,25,22.00,65,101.53,0,0,0,9,0,
(Mumbai Indians),,,,,,,,,,,,,,,
KA Jamieson,2021-2021,9.0,7,3,65,16*,16.25,55,118.18,0,0,0,5,3,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
WD Parnell,2011-2023,33.0,14,4,65,16,6.50,80,81.25,0,0,0,4,1,
"(Delhi Daredevils, Pune Warriors, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
GD Phillips,2021-2023,8.0,8,1,65,25,9.28,55,118.18,0,0,1,3,6,
"(Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Mohammad Hafeez,2008-2008,8.0,8,1,64,16,9.14,83,77.10,0,0,0,7,2,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Anirudh Singh,2010-2010,5.0,4,0,63,40,15.75,66,95.45,0,0,1,6,1,
(Deccan Chargers),,,,,,,,,,,,,,,
A Flintoff,2009-2009,3.0,3,1,62,24,31.00,53,116.98,0,0,0,5,2,
(Chennai Super Kings),,,,,,,,,,,,,,,
JP Inglis,2025-2025,5.0,5,2,62,29,20.66,52,119.23,0,0,0,7,1,
(Punjab Kings),,,,,,,,,,,,,,,
SP Jackson,2017-2022,9.0,8,2,61,16,10.16,57,107.01,0,0,1,5,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
PHKD Mendis,2025-2025,3.0,3,1,60,32*,30.00,47,127.65,0,0,0,4,2,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Sandeep Sharma,2013-2025,136.0,28,22,60,9,10.00,75,80.00,0,0,4,4,0,
"(Kings XI Punjab, Punjab Kings, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
S Aravind,2011-2017,38.0,12,8,59,14*,14.75,57,103.50,0,0,2,7,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Azmatullah Omarzai,2024-2025,10.0,5,0,58,17,11.60,48,120.83,0,0,0,4,3,
"(Gujarat Titans, Punjab Kings)",,,,,,,,,,,,,,,
MG Bracewell,2023-2023,5.0,4,2,58,26,29.00,47,123.40,0,0,0,6,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SK Rasheed,2025-2025,4.0,4,0,57,27,14.25,52,109.61,0,0,1,8,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
Ishant Sharma,2008-2025,116.0,28,22,57,10*,9.50,69,82.60,0,0,1,4,2,
"(Deccan Chargers, Delhi Capitals, Gujarat Titans, Kings XI Punjab, Kolkata Knight Riders, Rising Pune Supergiants, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
WA Mota,2008-2009,12.0,8,2,56,25,9.33,75,74.66,0,0,0,2,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Vishnu Vinod,2017-2023,6.0,6,0,56,30,9.33,57,98.24,0,0,0,3,3,
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
M Rawat,2008-2013,18.0,12,7,55,23*,11.00,69,79.71,0,0,1,4,1,
"(Pune Warriors, Rajasthan Royals)",,,,,,,,,,,,,,,
A Chopra,2008-2009,7.0,6,0,53,24,8.83,71,74.64,0,0,0,7,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
DJ Willey,2018-2023,11.0,5,3,53,20*,26.50,62,85.48,0,0,1,7,0,
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Shoaib Malik,2008-2008,7.0,5,1,52,24,13.00,47,110.63,0,0,0,5,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
RP Singh,2008-2016,82.0,30,15,52,10,3.46,76,68.42,0,0,5,2,1,
"(Deccan Chargers, Kochi Tuskers Kerala, Mumbai Indians, Rising Pune Supergiants, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
KB Arun Karthik,2010-2013,17.0,8,3,51,19*,10.20,51,100.00,0,0,1,4,1,
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
R Rampaul,2013-2014,12.0,7,2,51,23*,10.20,50,102.00,0,0,3,3,2,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Shivam Mavi,2018-2022,32.0,12,3,51,20,5.66,56,91.07,0,0,3,4,2,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
OF Smith,2022-2022,6.0,6,3,51,25*,17.00,44,115.90,0,0,1,1,5,
(Punjab Kings),,,,,,,,,,,,,,,
Swapnil Singh,2016-2024,14.0,9,4,51,15*,10.20,45,113.33,0,0,2,3,3,
"(Kings XI Punjab, Lucknow Super Giants, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
VR Aaron,2011-2022,52.0,13,8,50,17*,10.00,72,69.44,0,0,1,2,2,
"(Delhi Daredevils, Gujarat Titans, Kings XI Punjab, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
RV Gomez,2011-2013,13.0,9,4,50,26*,10.00,51,98.03,0,0,3,5,1,
"(Kochi Tuskers Kerala, Pune Warriors)",,,,,,,,,,,,,,,
SB Bangar,2008-2009,12.0,8,1,49,17*,7.00,58,84.48,0,0,1,1,3,
"(Deccan Chargers, Kolkata Knight Riders)",,,,,,,,,,,,,,,
A Nortje,2020-2025,47.0,16,10,49,23*,8.16,49,100.00,0,0,2,6,0,
"(Delhi Capitals, Kolkata Knight Riders)",,,,,,,,,,,,,,,
AG Paunikar,2010-2011,5.0,5,0,49,20,9.80,58,84.48,0,0,1,9,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AS Yadav,2008-2008,8.0,6,1,49,16,9.80,39,125.64,0,0,1,5,2,
(Deccan Chargers),,,,,,,,,,,,,,,
T Kohler-Cadmore,2024-2024,3.0,3,0,48,20,16.00,54,88.88,0,0,0,7,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
M Markande,2018-2024,37.0,11,8,48,18*,16.00,42,114.28,0,0,0,5,1,
"(Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Yashpal Singh,2009-2009,8.0,4,0,47,20,11.75,66,71.21,0,0,0,5,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
PVD Chameera,2022-2025,16.0,10,6,45,17,11.25,32,140.62,0,0,2,3,3,
"(Delhi Capitals, Kolkata Knight Riders, Lucknow Super Giants)",,,,,,,,,,,,,,,
Ravi Bishnoi,2020-2025,76.0,17,7,45,13,4.50,66,68.18,0,0,2,2,2,
"(Kings XI Punjab, Lucknow Super Giants, Punjab Kings)",,,,,,,,,,,,,,,
D Pretorius,2022-2023,7.0,5,1,44,22,11.00,28,157.14,0,0,1,3,3,
(Chennai Super Kings),,,,,,,,,,,,,,,
DR Sams,2020-2022,16.0,13,4,44,15,4.88,44,100.00,0,0,3,1,3,
"(Delhi Capitals, Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Avesh Khan,2017-2025,71.0,13,10,43,12,14.33,27,159.25,0,0,1,3,3,
"(Delhi Capitals, Delhi Daredevils, Lucknow Super Giants, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Sunny Singh,2011-2011,6.0,5,1,43,20,10.75,31,138.70,0,0,0,6,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
AB Barath,2010-2010,3.0,3,1,42,33,21.00,42,100.00,0,0,0,5,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
SK Trivedi,2008-2013,76.0,15,8,42,9,6.00,59,71.18,0,0,1,3,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Nehra,2008-2017,88.0,22,15,41,22*,5.85,62,66.12,0,0,5,3,1,
"(Chennai Super Kings, Delhi Daredevils, Mumbai Indians, Pune Warriors, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
BR Dunk,2014-2014,3.0,3,0,40,20,13.33,35,114.28,0,0,0,7,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Rasikh Salam,2019-2025,13.0,6,1,40,10,8.00,40,100.00,0,0,0,5,0,
"(Delhi Capitals, Kolkata Knight Riders, Mumbai Indians, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
LPC Silva,2008-2008,3.0,3,1,40,23*,20.00,26,153.84,0,0,1,5,1,
(Deccan Chargers),,,,,,,,,,,,,,,
J Yadav,2015-2023,20.0,5,1,40,23,10.00,36,111.11,0,0,0,2,1,
"(Delhi Daredevils, Gujarat Titans, Mumbai Indians)",,,,,,,,,,,,,,,
S Nadeem,2011-2021,72.0,22,8,39,6*,2.78,87,44.82,0,0,6,2,0,
"(Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
MM Patel,2008-2017,63.0,15,9,39,23*,6.50,41,95.12,0,0,5,5,0,
"(Gujarat Lions, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
AUK Pathan,2011-2012,8.0,7,2,39,14,7.80,23,169.56,0,0,2,5,2,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
DJ Thornely,2008-2008,6.0,4,2,39,30,19.50,53,73.58,0,0,0,2,2,
(Mumbai Indians),,,,,,,,,,,,,,,
Umar Gul,2008-2008,6.0,4,1,39,24,13.00,19,205.26,0,0,0,1,5,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Yuzvendra Chahal,2013-2025,170.0,20,13,37,8*,5.28,86,43.02,0,0,1,0,0,
"(Mumbai Indians, Punjab Kings, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
S Narwal,2010-2013,7.0,4,1,37,23,12.33,27,137.03,0,0,1,6,0,
"(Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
AN Ahmed,2010-2015,17.0,6,5,36,18*,36.00,26,138.46,0,0,0,4,1,
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Anureet Singh,2009-2018,23.0,8,4,36,15,9.00,47,76.59,0,0,2,2,1,
"(Kings XI Punjab, Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
L Balaji,2008-2014,73.0,15,7,36,15,4.50,49,73.46,0,0,5,2,1,
"(Chennai Super Kings, Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
Joginder Sharma,2008-2011,16.0,6,2,36,16*,9.00,30,120.00,0,0,2,1,2,
(Chennai Super Kings),,,,,,,,,,,,,,,
KW Richardson,2013-2021,15.0,4,1,36,26,12.00,39,92.30,0,0,0,2,1,
"(Pune Warriors, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Sohail Tanvir,2008-2008,11.0,5,2,36,13,12.00,29,124.13,0,0,0,3,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
M Ashwin,2016-2023,44.0,13,4,35,9,3.88,50,70.00,0,0,2,2,1,
"(Kings XI Punjab, Mumbai Indians, Punjab Kings, Rajasthan Royals, Rising Pune Supergiants, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
A Kumble,2008-2010,42.0,17,14,35,8,11.66,47,74.46,0,0,0,3,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
B Sumanth,2010-2010,5.0,4,3,35,16,35.00,37,94.59,0,0,0,3,0,
(Deccan Chargers),,,,,,,,,,,,,,,
AP Dole,2010-2010,3.0,2,0,34,30,17.00,22,154.54,0,0,0,3,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Mithun,2009-2013,16.0,8,3,34,11,6.80,26,130.76,0,0,1,4,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
L Ronchi,2008-2009,5.0,5,0,34,13,6.80,34,100.00,0,0,1,6,1,
(Mumbai Indians),,,,,,,,,,,,,,,
S Sreesanth,2008-2013,44.0,14,10,34,15*,8.50,55,61.81,0,0,3,6,0,
"(Kings XI Punjab, Kochi Tuskers Kerala, Rajasthan Royals)",,,,,,,,,,,,,,,
Imran Tahir,2014-2021,59.0,9,5,33,13*,8.25,37,89.18,0,0,0,5,0,
"(Chennai Super Kings, Delhi Daredevils, Rising Pune Supergiant)",,,,,,,,,,,,,,,
NA Saini,2019-2023,32.0,7,3,33,12*,8.25,37,89.18,0,0,0,3,0,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
D Salunkhe,2008-2008,6.0,3,1,33,26*,16.50,24,137.50,0,0,0,5,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Basil Thampi,2017-2022,25.0,8,7,32,13*,32.00,35,91.42,0,0,0,1,1,
"(Gujarat Lions, Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AT Carey,2020-2020,3.0,3,1,32,14*,16.00,29,110.34,0,0,0,0,1,
(Delhi Capitals),,,,,,,,,,,,,,,
RJ Peterson,2012-2012,5.0,5,2,32,16*,10.66,30,106.66,0,0,1,3,1,
(Mumbai Indians),,,,,,,,,,,,,,,
Arshdeep Singh,2019-2025,75.0,14,8,31,10*,5.16,46,67.39,0,0,3,4,0,
"(Kings XI Punjab, Punjab Kings)",,,,,,,,,,,,,,,
NS Naik,2016-2020,4.0,4,0,31,22,7.75,50,62.00,0,0,0,2,0,
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
S Sriram,2010-2011,2.0,2,0,31,27,15.50,36,86.11,0,0,0,3,0,
"(Delhi Daredevils, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
T Taibu,2008-2008,3.0,3,0,31,15,10.33,26,119.23,0,0,0,3,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
J Syed Mohammad,2011-2013,11.0,5,3,29,13*,14.50,26,111.53,0,0,0,4,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
VH Zol,2014-2014,3.0,2,0,29,16,14.50,26,111.53,0,0,0,3,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
TU Deshpande,2020-2025,43.0,8,6,28,20*,14.00,22,127.27,0,0,0,2,1,
"(Chennai Super Kings, Delhi Capitals, Rajasthan Royals)",,,,,,,,,,,,,,,
SB Jakati,2009-2017,59.0,8,7,28,13,28.00,29,96.55,0,0,0,3,0,
"(Chennai Super Kings, Gujarat Lions, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
AS Joseph,2019-2024,22.0,7,6,27,15*,27.00,32,84.37,0,0,1,3,0,
"(Gujarat Titans, Mumbai Indians, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
AB Dinda,2008-2017,78.0,17,7,26,7,2.60,48,54.16,0,0,6,2,0,
"(Delhi Daredevils, Kolkata Knight Riders, Pune Warriors, Rising Pune Supergiant, Rising Pune Supergiants, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
JM Kemp,2010-2010,5.0,2,0,26,22,13.00,24,108.33,0,0,0,1,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
NL McCullum,2011-2011,2.0,2,1,26,15,26.00,22,118.18,0,0,0,0,1,
(Pune Warriors),,,,,,,,,,,,,,,
DJ Malan,2021-2021,1.0,1,0,26,26,26.00,26,100.00,0,0,0,1,1,
(Punjab Kings),,,,,,,,,,,,,,,
AS Rajpoot,2013-2020,29.0,7,2,26,8,5.20,41,63.41,0,0,0,2,1,
"(Chennai Super Kings, Kings XI Punjab, Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
AS Roy,2019-2025,11.0,7,3,26,13*,6.50,25,104.00,0,0,3,3,0,
"(Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
PJ Sangwan,2008-2022,42.0,15,7,26,6*,3.25,44,59.09,0,0,4,1,0,
"(Delhi Daredevils, Gujarat Lions, Gujarat Titans, Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
TL Seifert,2021-2022,3.0,3,0,26,21,8.66,23,113.04,0,0,0,4,0,
"(Delhi Capitals, Kolkata Knight Riders)",,,,,,,,,,,,,,,
MD Shanaka,2023-2023,3.0,3,1,26,17,13.00,26,100.00,0,0,1,2,1,
(Gujarat Titans),,,,,,,,,,,,,,,
CV Varun,2019-2025,80.0,13,9,26,10*,6.50,47,55.31,0,0,1,2,0,
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
S Chanderpaul,2008-2008,3.0,3,0,25,16,8.33,31,80.64,0,0,0,4,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
A Choudhary,2017-2017,5.0,3,2,25,15*,25.00,20,125.00,0,0,0,1,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Harshit Rana,2022-2025,30.0,9,4,25,10*,5.00,35,71.42,0,0,1,3,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Mohsin Khan,2022-2024,24.0,5,2,25,13*,8.33,24,104.16,0,0,1,2,1,
(Lucknow Super Giants),,,,,,,,,,,,,,,
Sanvir Singh,2023-2024,6.0,5,3,25,8*,12.50,21,119.04,0,0,1,2,1,
